airline_sentiment,Cleaned_text
-1,"['good', 'grief!', 'flight', 'cancel', 'flightled.', 'been', 'hold', 'sinc', '0400.']"
-1,"['answer', 'bloodi', 'phone!']"
-1,"['need', 'togeth', 'indy.', 'onli', 'ticket', 'agent', 'line', 'door.', 'felt', 'miss', 'their', 'flights.']"
-1,"['""f""ing', 'kid', 'usairways,', '2hour', 'hold', 'listen', 'yall', 'sell', 'loan', 'valentin', 'flowers...smfh']"
0,"['question.', 'book', 'ticket', 'with', 'award', 'travel/point']"
-1,"['upset', 'with', 'custom', 'service.', 'have', 'simpl', 'question', 'phone', 'system', 'disconnect', 'today', 'yesterday.']"
-1,"['flight', 'cancel', 'flightl', '&amp;', 'chao', 'abounds.', 'good', 'humour.', 'pleas', 'give', 'free', 'everyth', 'appeas']"
0,"['rebook', 'anoth', 'airlin', 'after', 'flight', 'cancel', 'flightled,', 'reimburse?', 'need', 'home', 'today,', 'tuesday.']"
0,"['reserv', 'seat', 'flight', 'transfer', 'from', 'evv?']"
-1,"['passeng', 'sit', 'plane', 'hour', 'flight', '#4663', 'from', 'cmh!!!', 'other', 'flight', 'have', 'left', '#usairwaysfail', '#worstairlineev']"
-1,"['hold', 'hour', 'call', 'dropped!!!', 'help!!!!!', 'need', 'flight!!!']"
-1,"['never', 'heard', 'back,', 'thi', 'would', 'help:', 'chanc', 'could', 'bump', 'flight', 'time', 'closer', 'today?', 'flight', '3960.']"
1,"['good', 'morning.']"
-1,"['#overbook', 'sxm-clt', 'delay', 'deplan', 'extra', 'passengers.', '#missedconnect', '#forcedovernight', '#clt,', 'lodging/food.', 'disappointed.']"
-1,"['need', 'figur', 'your', 'schedul', 'out!', '#worstflightexperienceev', '#getmehom']"
-1,"['claim', 'flight', 'cancel', 'flight', 'becaus', 'runway', 'good', 'delta', 'flight', 'same', 'exact', 'time', 'take', 'time.']"
-1,"['hold...', 'drove', 'hour', 'delay', 'bag.', 'just', 'want', 'pick', 'sju.']"
-1,"['i’v', 'been', 'hold', 'minut', 'now,', 'time', 'want', 'answer', 'phone', 'that', 'would', 'great.']"
-1,"['seriously!!!', 'flight', 'cancel', 'flighted.', 'auto', 'rebook', 'tuesday???', 'then', '26min', 'hold', 'nothing.', 'rent', 'car.', 'want', 'refund!!!!']"
-1,"['lost', 'bags.', 'cant', 'reach', 'human.', 'deliveri', 'driver', 'say', ""won't"", 'give', 'carseat', 'until', 'return', 'loaner.', 'loanr.5084773604', 'help']"
0,"['flight', 'canld', '&amp;', 'resch', '1:30.if', 'depart', 'will', 'allow', 'return', 'from', 'penalty?']"
-1,"['trick', 'get', 'into', 'your', 'hold', 'queue?', ""i'v"", 'been', 'call', 'sinc', 'thursday', 'keep', 'get', '""call', 'back', 'late', 'flightr""', 'messag']"
1,"['mani', 'thank', 'your', 'reply!']"
-1,"['instead', 'tweet', 'your', 'custom', 'apolog', ""don't"", 'pick', 'your', 'phone']"
-1,"['realli', 'appreci', 'there', 'be', 'easi', 'anoth', 'flight', 'when', 'mine', 'been', 'delay', 'over', '2hr', 'mechan', 'reason']"
-1,"['bag', 'were', 'suppos', 'deliv', 'last', 'night', '(miss', 'sinc', 'thurs)', 'here.', 'someon', 'call']"
-1,"['took', 'hour', 'book', 'flight', 'yesterday', 'system', 'error', 'between', 'paid', '$320', 'extra', 'time', 'laps']"
-1,"['hold', 'with', '800-428-4322.', 'flight', 'from', 'cancel', 'flight', '(4473).', 'know', 'when', 'will', 'fly?']"
-1,"['almost', 'min', 'hold', 'idea', 'much', 'longer?']"
-1,"['thi', 'real', 'life', 'exercis', 'crisi', 'manag', 'which', 'fail', 'miserably.', 'some', 'compens', 'would', 'long', 'way.']"
-1,"['late', 'flightr', 'still', 'here', 'armi', 'cot', 'airport', 'wait', '11am', 'flight.', '#poorlyhandl', '#usairhead']"
-1,"['""good', 'news.', ""we'v"", 'locat', 'crew', 'made', 'contact', 'with', 'them"".', 'flight', 'suppos', 'leav', 'minut', 'ago.', '#usairwaysfail']"
-1,"['been', 'hold', 'hour', 'tri', 'reschedul', 'cancel', 'flightl', 'dca-bo', 'flight.', 'anyon', 'help?']"
-1,"['also', 'your', 'on-hold', 'messag', 'tri', 'sell', 'valentin', 'gifts.', 'over', 'week', 'late', 'flight.', 'sound', 'about', 'right', 'usair']"
-1,"['strand', 'north', 'carolina', 'tri', 'figur', 'option', ""can't"", 'anyon', 'talk']"
-1,"['thi', 'point', ""don't"", 'need', 'sorry,', 'need', 'rever', 'pick', 'call', 'mayb', 'make', '11:30', 'flight', 'today']"
-1,"['experi', 'today', '4663.', 'famili', 'southwest', 'direct', 'mco.', 'loyalti', 'usair', 'vacat', 'with', 'boy', 'today.']"
-1,"['there', 'anyon', 'answer', 'phone', 'today???', 'listen', 'same', 'damn', 'messag', '1:10', 'minut']"
-1,"['have', 'liter', 'been', 'hold', 'sinc', 'est.platinumeventu', 'hung', '&amp;', 'again', 'back', 'hold.', 'understand', 'weather,', 'ridiculous.']"
1,"['well', 'done', 'from', 'your', 'philli', 'employe', 'run', 'check,in', 'today.', '(tabitha?)', 'help', 'emerg', '&amp;', 'vacat', 'saved!!!']"
-1,"['3min', '3:00am', 'sinc', 'flgt', 'from', 'cancel', 'flightled,', 'still', 'tri', 'out.', 'hold', '50minssss']"
-1,"[""can't"", 'control', 'weather', 'control', 'your', 'systems,', 'processes,', 'peopl', 'attitudes.', '#anotherfail']"
-1,"['on-tim', 'flight', 'thi', 'vacation.']"
-1,"['just', 'hang', 'tri', 'agent.', 'help?']"
-1,"['look', 'like', 'lost', 'anoth', 'custom', 'when', 'strand', 'vow', 'never', 'with', 'again', '#smoothtransit']"
-1,"['work', 'tight', ""they'r"", 'delay', 'flight.', 'twice.', 'sec']"
-1,"['flight', 'cancel', 'flightl', 'charlotte.', 'been', 'hold', 'hour,', 'pick']"
-1,"['hold', 'min.', 'thi', 'ridicul']"
-1,"[""don't"", 'hire', 'peopl', 'deal', 'with', 'call', 'volume,', 'thi', 'absolut', 'garbag', '#incompet']"
-1,"['unfortun', 'patienc', ""won't"", 'boat', 'that', 'leav', 'hold', 'watch', 'flight', 'fill']"
-1,"['happy!!', 'tri', 'home', 'cancel', 'flight', 'flight&amp;', 'been', 'hold', 'hours.', 'help!!', 'thi', 'just', 'crazy...']"
-1,"['wow..', 'flight', 'cancel', 'flightled,', 'slept', 'floor', 'airport', 'flight', 'delay']"
-1,"['fell', 'asleep', 'from', 'call', 'place', 'midght..', 'guess', 'what', 'still', 'hold']"
-1,"['phone', 'been', 'hold', 'sinc', 'midght', 'hold', 'unacceptable!!!!!!!!']"
-1,"['wait', 'time', 'unbelieavl', 'unaccpet', 'biggest', 'airlin', 'world', 'should', 'have', 'failback', 'call', 'center']"
-1,"['onc', 'again', 'your', 'compani', 'actuali', 'peopl', 'weird', 'situations.your', 'hostel', 'voucher', 'fake.snow', 'lie', 'pleas']"
-1,"['truli', 'been', 'worst', 'experi', 'thi', 'weekend.', 'delayed,', 'rerout', 'board', 'flight', 'say', 'flight', 'time""']"
-1,"['guess', 'weather', 'been', 'rough', 'have', 'been', 'tri', 'sort', 'miss', 'air-mil', 'days.', 'suggestions?']"
-1,"['what', 'disaster!', 'flight', '3739,', 'miss', 'passeng', 'count', 'sinc', 'done', 'manually!!', 'really???']"
-1,"['ever', 'think', 'about', 'hire', 'more', 'agents?', 'come', 'now.', ""don't"", 'think', 'hour', 'hold', 'littl', 'ridiculous?', 'clue']"
-1,"['precheck!', 'would', 'nice', 'your', 'system', 'knew', 'that.']"
-1,"['sound', 'like', 'should', 'have', 'plan', 'better', 'sinc', 'thi', 'weather', 'surprise.', 'complet', 'unaccept', 'wait', 'times!!!']"
-1,"['hour', 'hold', 'chang', 'cancel', 'flightl', 'flight.', 'complet', 'unacceptable!!!']"
-1,"[""we'v"", 'been', 'hold', 'over', 'hour', 'after', ""wife'"", 'flight', 'cancel', 'flighted.']"
-1,"['forgot', 'call', 'copilot', ""we'r"", 'stuck', 'plane', 'phl.', 'look', 'be', 'strand', 'clt.', 'flight', 'fails.']"
-1,"['your', 'airlin', 'also', 'delay', 'bag', 'hour', '&amp;', 'refus', 'ship', 'them', 'local', 'airport', '#disappoint', '#stillbagless']"
-1,"['have', 'ever', 'lost', 'luggag', 'with', 'infant', 'year', 'old?', 'then', 'custom', 'servic', 'never', 'answer', 'phone.', ""i'v"", 'tri', 'night.']"
-1,"['worst', 'experi', 'with', 'you.', 'cancel', 'flightl', 'flight,', 'voucher', 'luggag', 'becaus', '""ramp', 'broken.""', 'other', 'ramp', 'charlotte??']"
-1,"['worst', 'experi', 'ever!!!!']"
-1,"['manag', 'place', 'famili', 'into', 'plain', 'with', 'none', 'them', 'sit', 'next', 'each', 'other', 'them', 'be']"
-1,"['suggest', 'been', 'hold', 'flight', 'that', 'about', 'pass', 'departure...d', 'weather,', 'need', 'chang']"
-1,"['meant', 'sat,', 'just', 'made', 'tues,', ""can't"", 'afford', 'stay', 'hotel', 'anoth', 'nights!']"
-1,"['check', 'into', 'flight', 'yesterday', 'have', 'been', 'bump', 'tuesday', 'flight!', 'unaccept', 'agent', 'speak']"
-1,"['flight', 'moin', 'cancel', 'flightled.', 'unaccept', 'book', 'flight', 'tuesday', 'becaus', 'work', 'commitments.', '2hr', 'hold']"
-1,"['hold', 'minut']"
-1,"['hold', 'minutes.']"
-1,"['hold', 'over', 'phone', 'hung', 'another?', 'reach', 'person?', 'weather', 'condit', 'make', 'thi', 'excusable!']"
-1,"['claim', 'flight', 'cancel', 'flight', 'weather', 'destin', 'delta', 'cancel', 'flight', 'flight', 'same', 'route.']"
0,"['fli', 'from', 'orlando', 'philli', 'charlott', 'lynchburg.', 'advisori', 'philly.', 'like', 'from', 'char']"
-1,"['baggag', 'claim', 'more', 'hour', 'count', 'flight', '&amp;', '1898']"
-1,"['exactly!', 'how?', ""i'v"", 'been', 'disconnect', 'times!!!!']"
-1,"['hold.', 'husband', 'decid', 'should', 'sleep', 'shift', ""don't"", 'miss', 'phone', 'rep.', 'reschedul']"
-1,"['just', 'cancel', 'flight', 'flight', 'told', 'call', 'rebook.', 'been', 'hold', 'minut', 'still', 'wait']"
-1,"['hold', 'hour', 'have', 'been', 'call', 'sinc', 'monday!', 'have', 'flight', 'today', 'need', 'help', 'now!!!', '#worst', '#noexcusesaccept']"
-1,"['hold', 'tri', 'reschedul', 'flight.', 'anyon', 'there', 'pleas', 'help']"
-1,"['""first', 'available""', 'flight', 'tuesday', 'flight', 'today', 'that', '""book', '""#flt', 'avail', 'online?']"
-1,"['guy', 'suck', 'tonight', 'thi', 'morning!!!']"
-1,"['hour', 'hold.', 'still', 'answer.', 'horrible.']"
-1,"['need', 'night', 'hotel', 'phoenix', 'until', 'back', 'philli', 'becaus', 'plane', 'equipment,', 'crazy!']"
-1,"['tough', 'night,', 'minut', 'calls,', 'hold,', 'delay', 'here', 'phoenix', 'day', 'becaus', 'aircraft', 'ready?', 'accept']"
-1,"['have', 'been', 'hold', 'minut', 'need', 'help', 'usair', ""won't"", 'help?']"
-1,"['appreci', 'auto', 'reschedul', 'cancel', 'flightl', 'flight--', 'have', 'noth', 'sooner', 'than', 'tuesday?', 'into', 'altern', 'loc?']"
-1,"['after', 'sit', 'runway', 'hour', 'leav', 'airport', 'luggage.', 'thi', 'day??']"
-1,"[""we'v"", 'been', 'hold', 'hour', 'tri', 'reschedul', 'cancel', 'flightl', 'flight.', 'anyon', 'there', 'pleas', 'help']"
-1,"['take', '$600', '1way', 'then', 'cancel', 'flightl', 'delay', 'lose', 'piec', 'luggag', '#usuck']"
-1,"['have', 'been', 'hold', 'hour', 'flight', 'tomorrow', 'realli', 'expect', 'sleep', 'night', 'stay', 'hold?!?']"
0,"['think', ""it'""]"
-1,"['flight', 'cancel', 'flightl', 'guy', ""aren't"", 'answer', 'phone', 'what']"
-1,"['thi', 'ridiculous.', 'have', '6:00', 'flight', 'hour', 'rest,', 'wasted!!!']"
-1,"['been', 'hold', 'almost', 'hour', 'tri', 'rebook', 'cancel', 'flight', 'flight.', 'what', 'world?!!!']"
-1,"['seriously.', ""can't"", 'tweet', 'peopl', 'know', 'that', ""you'v"", 'custom', 'that', 'have', 'been', 'hold', 'hours??!!']"
1,['thanks!']
-1,"['after', 'plead', 'with', 'servic', 'stay', 'hrs.', 'past', 'pick', 'they', 'left', 'famili', ""it'"", 'have', 'water', 'crackers!']"
-1,"['after', 'flight', 'last', 'week,', 'tonight', 'terrible.', 'hour', 'tax', 'give', 'water', 'cracker', 'compensate.']"
-1,"['flight', '1898', 'land', 'over', 'hour', 'they', 'still', ""haven't"", 'gotten', 'gate..', ""what'"", 'hold', 'uppp', '#imtir', '#wannagohom']"
-1,"['voic', 'concern', 'when', ""can't"", 'home', 'with', 'month', 'after', 'wait', 'taxi', 'gate', 'hours?']"
-1,"['abandon', 'boston', 'bound', 'fliers...someon', 'manag', 'need', '#savefac', '#showup']"
-1,"['tell', 'professor', 'that', 'when', ""don't"", 'show', 'class/writ', 'midterm', 'becaus', 'stuck', 'with', 'flight', 'home']"
-1,"['anywher', 'direct', 'strand', 'pax.', 'kudo', 'employe', 'get', 'work', 'midnight.', 'onli', 'help', 'got.']"
0,"['just', '""safety""', 'ticket', 'online.', ""you'll"", 'refund', 'whichev', 'ticket(s)', 'unused,', 'full,', 'without', 'penalty.']"
-1,"['hooray!', ""i'v"", 'been', 'hold', 'over', 'hour.', ""i'v"", 'never', 'love', 'southwest', 'more.']"
-1,"['worst.', 'earth', 'would', 'merg', 'with', 'them?', ""won't"", 'fli', 'either', 'them', 'time', 'soon.']"
-1,"['three', 'hour', 'hold', 'then', 'disconnected.', 'conf', 'ebhset.', 'need', 'home', 'sunday', 'interview']"
-1,"['that?', 'guy', 'need', 'have', 'much', 'better', 'communication.', 'how?', 'that?']"
-1,"['guy', 'awake?', 'need', 'help', 'with', 'delay', 'flight', 'protect', 'late', 'flightr', 'flight', 'from', 'phl.']"
-1,"['about', 'some', 'help', 'with', 'suggest', 'time', 'could', 'call', 'avoid', 'such', 'long', 'wait', 'time']"
-1,"['more', 'than', 'hour', 'hold', 'chang', 'flight', 'phone', 'now..', ""what'"", 'with', 'that???']"
-1,"['that', 'link', 'work', 'most', 'could', 'take', 'care', 'ourselv', 'pleas', 'contact', 'your', 'tech', 'peopl', 'that', 'work']"
-1,"[""i'v"", 'been', 'hold', 'sinc', '11:30pm', 'need', 'reschedul', 'cancel', 'flightl', 'flight', 'morn', 'departur', 'tomorrow.', 'pleas', 'help!!!!!!']"
0,"['download', 'jeokoo', 'american', 'travel']"
-1,"['obvious', 'your', 'corpor', 'definit', 'patienc', 'need', 'reviewed.', '#pleasehurryup', '#answerphon', '#reschedulemyflight']"
-1,"['need', 'help', 'with', 'flight.', 'weather', 'funer', 'tough', 'combination.', 'hold', 'over', 'hour.', 'please?']"
-1,"[""i'v"", 'been', 'hold', 'sinc', '11:30pm', 'mani', 'custom', 'servic', 'rep', 'have?', '#serious']"
-1,"['well', 'realli', ""didn't"", 'like', 'them', 'then', 'would', 'airplane.', '#fiousairway']"
-1,"['yes,', 'well.', '**five**', 'hour', 'hold,', 'folks.', 'pleas', 'tell', 'thi', 'typical?!', 'tri', 'understand', 'here.']"
-1,"['pleas', 'train', 'your', 'mechanics?', 'teach', 'them', 'bring', 'tool', 'plane', 'with', 'them', 'leav', 'them', 'hanger.']"
-1,"['charlott', 'staff', 'need', 'prayer....disappoint', 'respons', 'mishap', '......lotttttttt', 'piss', 'peopl', 'here!!!!']"
-1,"['thank', 'leav', 'grandma', 'strand', 'becaus', 'connect', 'could', 'wait', 'minutes.', 'will', 'never', 'again']"
-1,"['hello?!', ""it'"", 'been', 'four', 'hour', 'sinc', 'plane', 'landed!', 'jfk.', 'tarmac', 'wait', 'gate.', 'plu', 'hour', 'bag']"
-1,"['pleas', 'reach', 'crewmemb', 'assistance.', 'apolog', 'long', 'wait.”', '#gener']"
-1,"['pleas', 'have', 'your', 'employe', 'that', 'been', 'call', 'time', 'flight', 'crew', 'finish', 'mainten', 'depart!']"
-1,"['better', 'free', 'flight']"
-1,"['hour', 'hold', 'answer', 'guess', 'synergi', 'merger', 'realli', 'plan']"
-1,"['still', 'wait', 'your', 'rep', 'show.', 'min', 'into', 'wait', 'below', 'freez', 'weather', 'wait', 'cab.']"
-1,"['again', 'will', 'hour', 'befor', 'get', 'help.', 'conting', 'plan', 'existent.']"
-1,"['delay', 'depart', 'flight', 'attend', ""wasn't"", 'there.', 'then', 'after', 'land', 'took', 'gate.', ""it'"", 'anoth', 'bag']"
-1,"['hour', 'hold', 'safe', 'work']"
-1,"['everi', 'time', 'call', 'hold', 'then', 'disconnected.', 'someon', 'help?']"
-1,"['sure', 'there', 'some', 'other', 'way', 'help', ""can't"", 'realli', 'afford', 'anoth', 'hour', 'now.', 'follow']"
-1,"['hold', 'hour', 'still', 'answer.', 'thi', 'realli', 'your', 'business?']"
-1,"['keep', 'drop', 'call', ""won't"", 'even', 'stay', 'hold', 'becaus', 'they', '""too', 'busy""', '#idontwanttocallback']"
-1,"['never', 'made', 'reward', 'reserv', 'becuas', 'ever', 'answer', 'phone.', 'onlin', 'made', 'cancel', 'flight', ""can't"", 'chang']"
-1,"['real', 'person', 'help', 'here?', 'thi', 'custom', 'servic', 'poor.', 'merci', 'someon', 'sinc', 'flight', 'disappearing.']"
0,"['intend', 'to..veri', 'much.', '4,000', 'follow', 'will', 'well.']"
-1,"['your', 'custom', 'servic', 'non-existent/', 'terrible.', 'dozen', 'wait', 'bag', 'place', 'flight,', 'staff', 'anywher', '#neveragain']"
-1,"['even', 'altern', 'option', 'allreadi', 'full...even', 'with', 'hotel', 'voucher...no', 'more', 'room', 'philly?']"
-1,"['utterli', 'frustrat', 'after', 'hour', 'hold', 'call', 'disconnected.', 'need', 'amend', 'flight', 'book', 'problems.', 'help!', 'emerald']"
1,"['thank', 'you!', 'veri', 'helpful!', 'thi', ""you'r"", 'favorit', 'airline!']"
-1,"['they', 'provid', 'options.', 'sinc', 'have', 'better', 'sens', 'weather,', 'hope', 'could', 'suggest.']"
-1,"['airlin', 'do', 'rather', 'poor', 'right', 'now.', 'wait', 'take', 'off.', 'suppos', 'take', 'hour', 'minut', 'ago!']"
-1,"['plane', 'then.', 'thi', 'plane', '7:50', '10:20', 'still', 'tarmac.', 'go', 'compens', 'this?']"
-1,"['just', '4hrs.', 'what', 'typic', 'wait', 'time', 'right', 'now?', 'should', 'drive', '2h30m', 'airport', 'servic', 'desk?']"
-1,"['go', 'anyth', 'help', 'strand', 'travel', 'flight', '680?!', 'commun', 'from', 'anyone.', 'dump', 'here.']"
-1,"['question', 'flight', 'took', 'all,', 'friend', 'stuck', 'needlessli', 'anoth', 'citi']"
0,['week']
-1,"['#wronganswer.', 'talk', 'cheap.', 'custom', 'servic', 'action', 'make', 'thing', 'right', 'customer.', '#fail', 'again.']"
-1,"['hour', 'chang', 'flight', 'that', 'cancel', 'flightl']"
-1,"[""won't"", 'give', 'hotel', 'food.', 'least', 'suggest', 'option', 'make', 'metro', 'citi', 'have', 'ticket']"
-1,"['actual', 'land', 'minut', 'ago.', 'strand', 'have', 'friend', 'help.', 'fail', 'time', 'thi', 'one.']"
-1,"['have', 'been', 'hold', 'over', 'hour', 'wait', 'reschedul', 'flight.', 'much', 'longer', 'should', 'expect?']"
-1,"['fine.', 'just', 'wonder', 'where', 'money', 'went...']"
-1,"['land', '#bwi', 'instead', 'have', 'plan', 'make', 'home', 'suggest', 'home?']"
-1,"['strand', 'after', 'diversions.', 'cust', 'service,', 'transport.', 'dump', 'here.', 'terribl', 'custom', 'service!']"
-1,"['member', 'news', 'media,', 'aw', 'servic', 'last', 'day', ""won't"", 'unnoticed.']"
-1,"['wife,', 'sick', '3yr-old-twins,', 'have', 'been', 'wait', 'line', '2hr', 'agent!', 'phone', 'agent', 'said', 'noth', 'tuesday!']"
-1,"['thi', 'garbage,', 'been', 'tri', 'book', 'reward', 'flight', 'then', 'cancel', 'flight', 'still', ""can't"", 'anyon', 'phone.', 'unaccept']"
-1,"['cancel', 'flightl', 'flight', '1796', 'baggag', 'held', 'hostag', 'chl.', 'communication.']"
-1,"['delay', 'faulti', 'engin', 'light.', 'great', 'work', 'guys.', 'come', 'sit', 'plane', '#worstairlineinamerica']"
0,"['tell', 'onli', 'plan', 'call', '4322', 'number.']"
0,"['book', 'award', 'travel', 'etihad', 'with', 'dividend', 'miles?']"
-1,"['have', 'been', 'hold', 'min.', '5:50', 'flight', 'just', 'cancel', 'flightl', 'reschedul', 'monday.', 'thi', 'unacceptable!']"
-1,"['3hr30min', 'right', 'now...', 'sight?']"
-1,"['have', 'that', 'suppos', '2/22', 'that', 'current', 'hosp.3', 'tri', 'speak', 'human,', 'phone', 'cut', 'off.', 'hlp!']"
-1,"['flight', '496.', 'go', 'compens', 'sit', 'tarmac', 'min', 'miss', 'connection?']"
0,"[""what'"", 'go', 'with', 'passeng', 'divert', 'flight', 'that', 'left', 'tonight?']"
-1,"['have', 'check', 'wait', 'over', 'come', 'baggag', 'claim.', 'thank', 'wast', 'time']"
-1,"['your', 'kitchen', 'move', 'stuff', 'around', 'what', 'needed.', 'extrem', 'disappoint', 'your', 'servic']"
-1,"['been', 'sit', 'tarmac', 'min', 'engin', 'broken.', 'go', 'compens', 'passeng', '#worstairlin']"
-1,"['your', 'fault', 'flight', 'delay', 'begin', 'with.', ""shouldn't"", 'have', 'check', ""there'"", 'bunch', 'space']"
-1,"['extrem', 'inconveni', 'make', 'check', 'bag', 'when', ""there'"", 'overhead', 'space', 'left.', ""you'r"", 'fault']"
-1,"['stuck', 'runway', 'weather', 'phl.', 'nowher', 'find', 'accur', 'info', '#558']"
-1,"['more', 'hotel', 'voucher?', 'everyon', 'me...what', 'arriv', 'from', 'amsterdam', '#snowstorm']"
-1,"['yep,', 'except', 'thi', 'delay', 'hasti', 'unwis', 'decis', 'pushback', 'other', 'plane', 'befor', 'plow', 'were', 'done.', '#fail.']"
-1,"['worst', 'airlin', 'history.', ""i'll"", 'never', 'ever', 'your', 'garbag', 'again']"
-1,"['pullin', 'some', 'sh**', 'delay', 'flight', 'again...']"
-1,"['flight', 'land', '10:30', 'still', 'plane.', 'help!!!!!!']"
-1,"['trbl', 'experience!', 'tarmac', 'inch', 'snow', 'hanger', 'open""', '&amp;', 'pile', 'snow""?', '#terriblecommun']"
-1,"['flight', 'passeng', 'stuck', 'plane', 'philly.', 'where', 'gangway?', ""can't"", 'hear', 'pilot']"
-1,"['hour', 'count', 'wait', 'into', 'gate', 'philadelphia.', 'just', 'ice', 'cake', 'miser', 'flight', 'experi']"
-1,"['help!', 'say', '""the', 'payment', 'denied""', 'money', 'been', 'taken', 'bank?', 'say', 'have', 'trip', 'come', 'up??']"
-1,"['help!', 'flight', 'cancel', 'flighted,', ""can't"", 'call', 'becaus', 'phone', ""doesn't"", 'work', 'europe.', 'pleas', 'help?', 'say', 'book', 'want', 'confirm.']"
-1,"['happi', 'late', 'flightly.', 'last', 'time', 'flew', ""wouldn't"", 'check', 'thi', 'time', 'check', 'went', 'late', 'flightr', 'say', 'never', 'check']"
-1,"['thru', 'hold', 'over', 'hour']"
-1,"['rout', 'after', 'divert', 'rdu.', 'your', 'phone', 'servic', 'suck', 'your', 'websit', 'conflicting.']"
-1,"['chang', 'flight', 'hour', 'crazi', 'pleas', 'help']"
-1,"['thru', 'hold', 'hour', 'minut', 'thi', 'normal', 'call', 'lost']"
-1,"['weather', ""doesn't"", 'excus', 'poor', 'custom', 'service,', 'lack', 'info', 'from', 'staff', 'fact', 'staff', ""haven't"", 'turn']"
-1,"['pleas', 'help', 'hold', 'hour', ""can't"", 'chang', 'flight', 'stuck', 'here']"
-1,"['hold', 'hour', '!!!!!!', ""what'"", 'number', 'speak', 'someon', 'thi', 'unaccept', 'need', 'chang', 'flight']"
0,"['guess', 'what', 'happen', '#vega', 'end', '#philli', '#sexi']"
-1,"['wait', 'over', 'hour', 'phone,', 'book', 'famili', 'member', 'veri', 'ill,', 'time', 'essenc']"
-1,"['depart', 'from', 'where?', 'depart', 'land', 'around', '8pm.']"
-1,"[""can't"", 'stress', 'enough', 'aw', 'agent', 'flight', '5283.', 'knew', 'from', 'delay', 'flight', 'were', 'mins,', 'compassion.']"
-1,"['certainli', 'understand', 'hold', 'delay', 'reschedul', ""i'v"", 'been', '2hr15min', 'have', 'estim', 'wait', 'time?']"
-1,"['cherri', 'top-flight', 'runway', 'after', 'land', 'time', 'mins.', 'still', ""didn't"", 'half', 'luggage.']"
-1,"['likelihood', 'actual', 'leav', 'tonight?', 'hour', 'delay', 'far!']"
-1,"['brother', '&amp;', 'famili', 'strand', 'tonight', 'gate', 'agent', ""wouldn't"", 'hold', 'plane', 'minutes.', 'drive', 'weather']"
-1,"['over', 'hour', 'unaccept', 'wait', 'time.', 'thank', 'nothing.', 'sure', 'never', 'again']"
1,"['thank', 'guys!', 'hold', 'someone.', 'realli', 'awesom', 'servic', 'appreci']"
-1,"['understood.', 'simpli', 'feel', 'staff', 'be', 'entir', 'truth', 'about', 'situation.']"
-1,"['#not', 'happy,', 'wife', '40th', 'bday', 'trip.', 'would', 'like', 'fulli', 'compens', 'both', 'flight']"
-1,"['delay', 'philli', 'sinc', '130,', 'sit', 'ontarmac', 'sinc', 'flight', '1881', 'contact', 'donaldaroberts1.com']"
-1,"['worst', 'trip', 'ever!', 'wish', 'pilot', ""would'v"", 'plane', '12pm', 'dure', 'delay.', '1030pm', 'still', 'sit', 'runway.']"
1,"['first', 'class', 'servic', 'phl-mco', 'today', 'from', 'flight', 'attend', ""didn't"", 'catch', 'name', 'notch!']"
-1,"['call', 'back']"
1,"['well.', ""i'll"", 'cancun', 'eventually.']"
-1,"['stand', 'line', 'with', 'peopl', 'look', 'same']"
-1,"['cannot', 'book', 'redeem', 'companion', 'fair', 'without', 'speak', 'agent.', '$1200,', 'thi', 'famili', 'emerg', '#unaccept']"
-1,"['least', 'response?', 'tri', 'gate', 'person', '(sent', 'wrong', 'cust', 'srvc', 'cust', 'srvc', '(when', 'found', 'them)']"
-1,"[""that'"", 'clever.', 'clear', 'need', 'more', 'agents.', 'hold', 'counting.', 'flex', 'workforc', 'highli', 'possibl', '2015']"
-1,"['folk', 'where', 'hide', 'luggag', 'when', 'cancel', 'flight', 'flight!', 'have', 'veri', 'angri', 'peopl', 'with', 'luggag']"
0,"['updat', 'flight', 'dca?']"
-1,"['send', 'luggag', 'house👋']"
1,"['eyyyy!', 'cancel', 'flightlations,', 'flight', 'book', 'problemss,', 'reflight', 'book', 'problemss,', ""y'all"", 'same', 'flight', 'tonight', '(not', 'tomorrow)', '&amp;', 'upgrade.', 'thx!']"
-1,"['thank', 'let', 'know', 'hour', 'delay', 'hour', 'hold']"
-1,"['pleas', 'respond', ""i'v"", 'been', 'hold', 'reserv', 'line', 'hour', 'minutes.', 'would', 'realli', 'appreci']"
-1,"['from', 'here', 'when', 'fli', 'sinc', 'when', 'plane', 'get', 'stuck', 'drift', 'hour', 'weather', 'issue?']"
-1,"['hold', 'hour', 'tri', 'find', 'luggag', 'flight', 'cancel', 'flightl', 'where', 'luggage?']"
-1,"['never', 'mind', 'that', 'could', 'have', 'told', 'gate', 'could', 'delay', 'min']"
-1,"['go', 'miss', ""g'ma'"", 'memori', 'becaus', ""didn't"", '#flydelta.']"
-1,"['-really?', 'land', 'philli', 'hour', 'befor', 'flight,', 'wait', 'hour', 'behind', 'plane', 'stuck,']"
-1,"['your', 'websit', 'trash']"
-1,"['best', 'pleas', 'with', 'servic', 'far.', 'third', 'gate', 'still', 'guarante', 'that', ""it'"", 'correct']"
